iter	MultiClass
307	0.0467219109
308	0.04650526382
309	0.0462731479
310	0.04620605523
311	0.04600484535
312	0.04580596431
313	0.04570129737
314	0.04560413787
315	0.04539595186
316	0.04529637411
317	0.04504374581
318	0.04489987119
319	0.04477573342
320	0.04469109884
321	0.04448765575
322	0.04432927618
323	0.04414101013
324	0.04405045855
325	0.04391675554
326	0.04382462104
327	0.04377184076
328	0.04368538416
329	0.04357427591
330	0.0434606279
331	0.04341474877
332	0.04332085842
333	0.0432850804
334	0.04310347293
335	0.04305753741
336	0.04300305364
337	0.04283437585
338	0.04268786538
339	0.04248106818
340	0.04242986301
341	0.04241997535
342	0.04236696763
343	0.04232669316
344	0.04214587168
345	0.04194113594
346	0.04175724981
347	0.04172418119
348	0.04162380753
349	0.04143092374
350	0.04124517246
351	0.04113555667
352	0.04103354267
353	0.04089824401
354	0.04079142585
355	0.04070802933
356	0.04055470133
357	0.04046896733
358	0.04041144244
359	0.04036185129
360	0.0403374626
361	0.04027775058
362	0.0400718299
363	0.03993632001
364	0.03972174869
365	0.03968650383
366	0.03956229747
367	0.03946211892
368	0.0393698165
369	0.03927900886
370	0.03919783587
371	0.03916523703
372	0.03901166301
373	0.03898614767
374	0.03884975174
375	0.03878482021
376	0.03864109719
377	0.03847293021
378	0.03837273737
379	0.03820788294
380	0.03806025688
381	0.03795744195
382	0.03786953156
383	0.03773302285
384	0.03765389249
385	0.03754742799
386	0.03740796259
387	0.03736717445
388	0.03721841452
389	0.03714298608
390	0.0370119347
391	0.03687374768
392	0.03682825869
393	0.03670818592
394	0.03657326726
395	0.03639353654
396	0.03628560991
397	0.03610968281
398	0.03600724404
399	0.03594485717
400	0.03589985919
401	0.03576588657
402	0.03566173444
403	0.03556229721
404	0.03547808934
405	0.03538770609
406	0.0353215748
407	0.03526583303
408	0.03507820947
409	0.03501480328
410	0.03491924844
411	0.03486550358
412	0.03474441208
413	0.03467819791
414	0.03458056497
415	0.03448620218
416	0.03444194939
417	0.03431718064
418	0.03417645437
419	0.03406500245
420	0.03395887688
421	0.03384467615
422	0.03372670678
423	0.03366771219
424	0.0336270836
425	0.03356316138
426	0.03350991914
427	0.033387284
428	0.0333621698
429	0.03332654363
430	0.03327550393
431	0.03319753047
432	0.03309056765
433	0.03299869028
434	0.03293210916
435	0.03284919359
436	0.0327693092
437	0.03270976859
438	0.03267644108
439	0.03257522356
440	0.03252737199
441	0.03241458062
442	0.03230247211
443	0.03228159951
444	0.03227338869
445	0.03217972462
446	0.03210410461
447	0.03206365885
448	0.03201801156
449	0.03198317933
450	0.03186266788
451	0.03178897365
452	0.03175003847
453	0.0316750366
454	0.03161968521
455	0.03153628389
456	0.0315105169
457	0.03146877888
458	0.03142173112
459	0.03133990361
460	0.0312543824
461	0.03122572643
462	0.03120325437
463	0.03110481314
464	0.03099688736
465	0.03094905631
466	0.03085544015
467	0.030760821
468	0.03072214911
469	0.03069654233
470	0.03065872933
471	0.03061365254
472	0.03051864304
473	0.03041939027
474	0.03032830195
475	0.03031527412
476	0.0302754301
477	0.03020293537
478	0.03013283348
479	0.03003477131
480	0.02999101734
481	0.02995851802
482	0.02991884367
483	0.02983630257
484	0.02976889641
485	0.02971475052
486	0.02964096558
487	0.02955981617
488	0.02950176009
489	0.02945574728
490	0.02943233016
491	0.02937324784
492	0.02929826077
493	0.02926462734
494	0.02924159725
495	0.02918589701
496	0.029126625
497	0.02906327691
498	0.02899817232
499	0.02896329043
500	0.02893066136
501	0.02883909039
502	0.02881976849
503	0.02874869892
504	0.02864720526
505	0.02855735699
506	0.02847010156
507	0.02841926824
508	0.02835043099
509	0.0283203298
510	0.0282666134
511	0.02818318604
512	0.0281205468
513	0.02804302837
514	0.02799473917
515	0.02792475453
516	0.02784665037
517	0.02779568591
518	0.02777709543
519	0.02770436148
520	0.02760420841
521	0.02756112969
522	0.02747241774
523	0.02746257529
524	0.02737790003
525	0.02732130987
526	0.02724568192
527	0.02718664655
528	0.0271262529
529	0.02711424081
530	0.02704381226
531	0.02699039008
532	0.02692760326
533	0.02685802201
534	0.02679765651
535	0.02671670115
536	0.02668853534
537	0.02659645145
538	0.0265515634
539	0.02648240951
540	0.02642116662
541	0.02635141397
542	0.02628624348
543	0.02621739988
544	0.02613639968
545	0.02612259892
546	0.02609652008
547	0.02606462972
548	0.02602076023
549	0.02594677824
550	0.02589663124
551	0.02581371061
552	0.02578838088
553	0.02573282029
554	0.0257074237
555	0.02563548601
556	0.02554583707
557	0.02547166795
558	0.02537995272
559	0.02534211685
560	0.02532506462
561	0.02526746158
562	0.02520276154
563	0.0251728445
564	0.02514189705
565	0.02507952984
566	0.02505141256
567	0.0250081454
568	0.02495254857
569	0.02489967117
570	0.02484559907
571	0.02482883175
572	0.02477296168
573	0.02470767332
574	0.02465774534
575	0.02460913641
576	0.02454309082
577	0.02448279008
578	0.02443501591
579	0.02437755909
580	0.0243296022
581	0.02430044089
582	0.02427945767
583	0.02424648358
584	0.02418755526
585	0.02412414698
586	0.02406240835
587	0.02399146354
588	0.02392894012
589	0.02389889226
590	0.02386475834
591	0.02384860182
592	0.02380606101
593	0.02374531697
594	0.02368660491
595	0.02366209162
596	0.02362047429
597	0.02354944967
598	0.02351399701
599	0.0234785758
600	0.02344000724
601	0.02338946379
602	0.02333173322
603	0.02331224502
604	0.02328358448
605	0.02323471911
606	0.02320635641
607	0.02315348877
608	0.02312104655
609	0.02311129569
610	0.02306345025
611	0.02302432894
612	0.02297710848
613	0.02292480459
614	0.02287376052
615	0.0228355415
616	0.02279122828
617	0.0227657386
618	0.02270710246
619	0.02265785361
620	0.02262276419
621	0.02257533389
622	0.02255858779
623	0.02251457481
624	0.0224752494
625	0.02243561418
626	0.02237382855
627	0.0223087616
628	0.02227067085
629	0.02222326268
630	0.02217471438
631	0.02214065544
632	0.02209614583
633	0.02206443571
634	0.0220258578
635	0.02200259578
636	0.02195625662
637	0.02191846569
638	0.02190061237
639	0.02186214871
640	0.02184553467
641	0.02182175298
642	0.02177253818
643	0.02175007391
644	0.02172846568
645	0.02168354385
646	0.02166937078
647	0.02165134731
648	0.0216306828
649	0.02157966432
650	0.02153142016
651	0.02148550376
652	0.02145339245
653	0.02140827215
654	0.02138568353
655	0.0213519638
656	0.02133193466
657	0.02131594215
658	0.0212748744
659	0.02124672209
660	0.02120155562
661	0.02118072603
662	0.02116823283
663	0.02112873945
664	0.02107690515
665	0.02104894156
666	0.02101719626
667	0.02097745668
668	0.02095011527
669	0.02090019151
670	0.02087511855
671	0.02085280946
672	0.02084603179
673	0.02079662017
674	0.02074392435
675	0.02071076044
676	0.02064865802
677	0.02061002438
678	0.02058415022
679	0.02051445515
680	0.02049500929
681	0.02047737711
682	0.02043850178
683	0.02039745203
684	0.02038075994
685	0.02035575186
686	0.0203219277
687	0.02026752185
688	0.02022816565
689	0.02021250664
690	0.0201732769
691	0.02011938109
692	0.02008614744
693	0.02006727152
694	0.02004635129
695	0.02001803878
696	0.01997385781
697	0.01994007597
698	0.01993102012
699	0.01990136969
700	0.019884932
701	0.01985482495
702	0.01981941006
703	0.01978058526
704	0.01972428192
705	0.01969782902
706	0.0196647638
707	0.01964645053
708	0.01960150563
709	0.01957616839
710	0.01952564689
711	0.01950485772
712	0.01948454081
713	0.01943407065
714	0.01939490615
715	0.01935952771
716	0.01934447211
717	0.01930662143
718	0.01927734535
719	0.01925149125
720	0.01922454897
721	0.01921137107
722	0.01916792379
723	0.01914165072
724	0.01911387184
725	0.0190873096
726	0.01905465384
727	0.01902088773
728	0.01900875676
729	0.01896640278
730	0.01895351357
731	0.01892072634
732	0.0188905519
733	0.01885931919
734	0.01881638393
735	0.01876897232
736	0.01872615626
737	0.01869698955
738	0.01866065745
739	0.01863476261
740	0.01861524306
741	0.01859019903
742	0.01856452451
743	0.01853821714
744	0.01849289309
745	0.01846442281
746	0.01843540135
747	0.01841305517
748	0.01838244719
749	0.01836125086
750	0.01832821537
751	0.01830071781
752	0.01828184397
753	0.01825246506
754	0.01822265953
755	0.0181948188
756	0.01816114201
757	0.01814633987
758	0.01812775779
759	0.0181017416
760	0.01807712223
761	0.01806204795
762	0.01803011377
763	0.01799943253
764	0.01797643721
765	0.01796702119
766	0.01794644333
767	0.01792477444
768	0.01788239154
769	0.01785919731
770	0.01783962475
771	0.01780992837
772	0.01777517635
773	0.01774951982
774	0.0177280202
775	0.017709006
776	0.0176684227
777	0.01764747955
778	0.01762607109
779	0.01758167625
780	0.01755867749
781	0.0175361405
782	0.0175030308
783	0.017473185
784	0.0174584508
785	0.01742967643
786	0.01740717035
787	0.01738710362
788	0.01736829955
789	0.01733489072
790	0.01731052863
791	0.01726374094
792	0.01724287247
793	0.01722476139
794	0.01720341917
795	0.01718418123
796	0.01714401207
797	0.01712412741
798	0.01710399567
799	0.0170783435
800	0.01705590287
801	0.01703476045
802	0.01700802486
803	0.01697848728
804	0.01696066168
805	0.01693564718
806	0.01692334771
807	0.01690480102
808	0.01689648224
809	0.01687179897
810	0.01685109791
811	0.01681713598
812	0.0167951382
813	0.01677382074
814	0.01675456769
815	0.01671469514
816	0.01668962213
817	0.01667135855
818	0.0166466019
819	0.01660519285
820	0.01659571352
821	0.01655936829
822	0.01653211624
823	0.01651320316
824	0.01648615281
825	0.01647440992
826	0.01645484609
827	0.01642007204
828	0.01640265671
829	0.01637965879
830	0.01634924795
831	0.01633157504
832	0.01631353333
833	0.0162952824
834	0.0162780908
835	0.01626164915
836	0.01624160573
837	0.01622323597
838	0.01620590672
839	0.0161870881
840	0.01617205805
841	0.01615571345
842	0.01612048374
843	0.01610778736
844	0.0160924236
845	0.01605851735
846	0.01604479131
847	0.01602988911
848	0.01600970956
849	0.01598150983
850	0.01596067211
851	0.01594596891
852	0.01591680264
853	0.01589807154
854	0.01588053252
855	0.01586978725
856	0.01585181811
857	0.01582164784
858	0.01580339671
859	0.0157843159
860	0.01576262344
861	0.01574666583
862	0.01573363835
863	0.01571591928
864	0.0157006249
865	0.015684434
866	0.01566955365
867	0.01566530868
868	0.01566231312
869	0.01563233703
870	0.01562075529
871	0.01559268372
872	0.01557704042
873	0.01555765115
874	0.01554237359
875	0.01553320286
876	0.01551783342
877	0.01550237099
878	0.01548593192
879	0.0154736835
880	0.01545982036
881	0.01544738689
882	0.01543145942
883	0.01541755084
884	0.01539519811
885	0.01537382802
886	0.01536314033
887	0.01535119677
888	0.01532738392
889	0.01531366454
890	0.01529546993
891	0.01527817119
892	0.01526350733
893	0.01524858919
894	0.01522920313
895	0.01520887359
896	0.01518685336
897	0.01517348749
898	0.01516810718
899	0.01515480937
900	0.01513532615
901	0.01511107297
902	0.01509384125
903	0.01508417608
904	0.01506145922
905	0.01504602329
906	0.01503426737
907	0.01501461981
908	0.01499536039
909	0.01498483444
910	0.01497445102
911	0.01495569261
912	0.01493990356
913	0.01492782827
914	0.01490467845
915	0.01488967716
916	0.01485649737
917	0.01483529859
918	0.01482339134
919	0.01480322085
920	0.01479111935
921	0.01477970346
922	0.01476150328
923	0.01474609632
924	0.01473304128
925	0.01470967359
926	0.01470036493
927	0.01468938026
928	0.0146823732
929	0.01467048104
930	0.0146561127
931	0.01463977657
932	0.01462510019
933	0.01461535583
934	0.01458909598
935	0.01457493926
936	0.01455655307
937	0.0145390806
938	0.01452817098
939	0.01451101616
940	0.01450055674
941	0.01447938665
942	0.01446797095
943	0.01445108697
944	0.01442745204
945	0.0144153228
946	0.01438941682
947	0.01437922522
948	0.0143570638
949	0.01434699378
950	0.01433126356
951	0.01432063458
952	0.01430013338
953	0.01429135403
954	0.0142824396
955	0.01426865551
956	0.01425743271
957	0.01424512968
958	0.0142259774
959	0.01421566112
960	0.01420058982
961	0.01419237838
962	0.01417118994
963	0.01416049892
964	0.01415010583
965	0.01413723486
966	0.01412405828
967	0.0141134744
968	0.01408812147
969	0.01407754825
970	0.01406844449
971	0.01405982722
972	0.01404770351
973	0.01403869738
974	0.01402808467
975	0.01401675939
976	0.01400365604
977	0.01399187328
978	0.01398828378
979	0.01397632316
980	0.01397053124
981	0.01395488874
982	0.01393789436
983	0.0139245939
984	0.01391810919
985	0.01390670224
986	0.01389745062
987	0.0138832323
988	0.01387022519
989	0.01385915139
990	0.01384968153
991	0.01383661787
992	0.01381449595
993	0.01380281363
994	0.01379735528
995	0.0137879752
996	0.01378067851
997	0.0137721455
998	0.01376434798
999	0.01374885765
